date,Açıklama,Kategori,İşlem Tutarı*,Tutar Aralığı
2025-01-07 15:12:17,"ÜCRET H2501071620670 91402,00 TRY ÜZ.",money_transfer,-8.86,[0-100]
2025-01-07 15:12:17,DOĞA KURTOĞLU*TR380004601442888000091771*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*2062948342 H2501071620670*FAST,money_transfer,-91402.0,[5000+]
2025-01-05 18:22:29,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-250.0,[100-500]
2025-01-05 08:45:58,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-150.0,[100-500]
2025-01-04 22:47:11,AIRBNB * HMPPN54AMW 6233,travel,-3759.98,[2000-5000]
2025-01-04 17:52:26,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-85.0,[0-100]
2025-01-04 12:06:37,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-250.0,[100-500]
2025-01-02 14:12:32,SBX IST SABANCI UNIVERS ISTANBUL 6233,food,-205.0,[100-500]
2025-01-01 15:45:57,PAYTR /MATIK ISTANBUL 6233,other,-15.0,[0-100]
2025-01-01 15:40:04,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-50.0,[0-100]
2025-01-01 13:36:42,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-12-31 21:35:05,SUSHICO ISTANBUL 6233,food,-1898.0,[1000-2000]
2024-12-31 16:52:42,7036 ISTANBUL SABANCI U ISTANBUL 6233,education,-79.8,[0-100]
2024-12-31 14:46:47,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-394.99,[100-500]
2024-12-30 21:08:16,HMR RESTORAN GIDA ISTANBUL 6233,food,-215.0,[100-500]
2024-12-30 18:56:16,PAYTR /MATIK ISTANBUL 6233,other,-14.0,[0-100]
2024-12-30 18:55:52,PAYTR /MATIK ISTANBUL 6233,other,-19.0,[0-100]
2024-12-30 14:20:58,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-200.0,[100-500]
2024-12-30 00:31:28,PAYTR /MATIK ISTANBUL 6233,other,-17.0,[0-100]
2024-12-30 00:30:49,PAYTR /MATIK ISTANBUL 6233,other,-15.0,[0-100]
2024-12-29 18:57:00,SBX IST SABANCI UNIVERS ISTANBUL 6233,food,-170.0,[100-500]
2024-12-29 18:26:52,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-240.0,[100-500]
2024-12-29 11:41:00,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-185.0,[100-500]
2024-12-29 11:37:04,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-190.0,[100-500]
2024-12-28 18:44:37,HMR RESTORAN GIDA ISTANBUL 6233,food,-220.0,[100-500]
2024-12-28 15:44:52,SOK-7036-SABANCI UNI ISTANBUL 6233,market & shopping,-83.05,[0-100]
2024-12-28 13:08:32,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-100.0,[0-100]
2024-12-27 18:11:18,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-315.0,[100-500]
2024-12-27 12:08:16,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-200.0,[100-500]
2024-12-27 00:40:15,ATLI OTOMOTIV ISTANBUL 6233,other,-185.0,[100-500]
2024-12-26 22:45:50,SPOTIFY 6233,subscriptions,-59.99,[0-100]
2024-12-26 18:11:58,SOK-7036-SABANCI UNI ISTANBUL 6233,market & shopping,-39.9,[0-100]
2024-12-26 17:18:35,SOK-7036-SABANCI UNI ISTANBUL 6233,market & shopping,-39.9,[0-100]
2024-12-26 16:27:28,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-2339.96,[2000-5000]
2024-12-26 11:42:02,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-12-25 18:09:06,BITES BAKERY ISTANBUL 6233,dessert,-140.0,[100-500]
2024-12-25 14:44:22,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-417.35,[100-500]
2024-12-25 14:40:20,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-1408.26,[1000-2000]
2024-12-24 22:34:13,SBX IST SABANCI UNIVERS ISTANBUL 6233,food,-110.0,[100-500]
2024-12-24 17:46:16,ANTACA GIDA ISTANBUL 6233,food,-385.0,[100-500]
2024-12-24 13:20:38,SBX IST SABANCI UNIVERS ISTANBUL 6233,food,-89.0,[0-100]
2024-12-24 13:19:17,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-55.0,[0-100]
2024-12-22 23:32:33,YEMEKSEPETI ISTANBUL 6233,food,-260.0,[100-500]
2024-12-22 19:04:13,7036 ISTANBUL SABANCI UNIISTANBUL 6233,education,-39.5,[0-100]
2024-12-22 14:31:09,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-140.0,[100-500]
2024-12-22 13:41:09,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-12-21 18:26:13,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-579.0,[500-1000]
2024-12-21 14:28:20,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-100.0,[0-100]
2024-12-21 14:11:56,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-155.0,[100-500]
2024-12-21 12:11:34,SABANCI UNIVERSITESI ISTANBUL 6233,education,-60.0,[0-100]
2024-12-21 01:29:44,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-296.92,[100-500]
2024-12-20 23:12:42,TUBA ARSLAN ISTANBUL 6233,other,-190.0,[100-500]
2024-12-20 21:59:48,SEVIMLI PILAV ISTANBUL 6233,food,-60.0,[0-100]
2024-12-20 21:41:49,SEVIMLI PILAV ISTANBUL 6233,food,-130.0,[100-500]
2024-12-20 21:18:32,GUR-SEL TURIZM ISTANBUL 6233,transportation,-50.0,[0-100]
2024-12-20 16:45:44,SBX IST SABANCI UNIVERS ISTANBUL 6233,food,-89.0,[0-100]
2024-12-19 23:52:41,UNITEDP BITAKSI ISTANBUL 6233,other,-320.9,[100-500]
2024-12-19 22:29:17,BELBIM ELEKTRONIK PARA ISTANBUL 6233,market & shopping,-103.5,[100-500]
2024-12-19 16:49:50,GUR-SEL TURIZM ISTANBUL 6233,transportation,-200.0,[100-500]
2024-12-16 18:47:36,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-12-16 18:08:18,SABANCI UNIVERSITESI ISTANBUL 6233,education,-60.0,[0-100]
2024-12-16 16:40:21,POSFIX/ISTANBULKART ISTANBUL 6233,transportation,-11.0,[0-100]
2024-12-16 16:38:58,POSFIX/ISTANBULKART ISTANBUL 6233,transportation,-21.0,[0-100]
2024-12-16 16:32:41,PACOTTA PASTA KAFE ISTANBUL 6233,dessert,-65.0,[0-100]
2024-12-16 16:15:33,ELIF SAGLIK HIZMETLE ISTANBUL 6233,health,-364.0,[100-500]
2024-12-16 15:45:58,GUR-SEL TURIZM ISTANBUL 6233,transportation,-71.0,[0-100]
2024-12-16 13:15:36,"ÜCRET H2412975799371 280,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-12-16 13:15:36,KARYA SERT*TR870006701000000035800068*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*2009749357 H2412975799371*FAST,money_transfer,-280.0,[100-500]
2024-12-15 21:02:21,GUR-SEL TURIZM ISTANBUL 6233,transportation,-40.0,[0-100]
2024-12-15 19:56:53,IKEA KARTAL RESTORAN&MA ISTANBUL 6233,transportation,-110.0,[100-500]
2024-12-15 19:42:44,MAPA-IKEA KARTAL MAGAZA ISTANBUL 6233,transportation,-437.99,[100-500]
2024-12-15 19:10:49,"ÜCRET H2412971378463 550,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-12-15 19:10:49,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*2007252079 H2412971378463*FAST,money_transfer,-550.0,[500-1000]
2024-12-15 17:01:05,GUR-SEL TURIZM ISTANBUL 6233,transportation,-60.0,[0-100]
2024-12-15 02:32:56,WWW.TRENDYOL.COM ISTANBUL 6233,clothing,-1297.98,[1000-2000]
2024-12-15 00:22:33,TEA SHOP ISTANBUL 6233,coffee,-160.0,[100-500]
2024-12-14 22:37:32,YEMEKSEPETI ISTANBUL 6233,food,-722.0,[500-1000]
2024-12-14 19:00:09,INTIBA ISTANBUL 6233,food,-470.0,[100-500]
2024-12-14 18:13:34,DIRK ROSSMANN M ISTANBUL 6233,cosmetics,-341.25,[100-500]
2024-12-14 17:11:54,GUR-SEL TURIZM ISTANBUL 6233,transportation,-90.0,[0-100]
2024-12-14 12:51:48,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-330.0,[100-500]
2024-12-13 22:29:02,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-12-13 19:35:47,BILETINIAL BILET BASIM VEISTANBUL 6233,travel,-471.0,[100-500]
2024-12-13 19:19:10,BILETINIAL BILET BASIM VEISTANBUL 6233,travel,-471.0,[100-500]
2024-12-13 19:00:58,BILETINIAL BILET BASIM VEISTANBUL 6233,travel,-471.0,[100-500]
2024-12-13 15:30:30,SIA GIDA TURZ.INS.SAN.VE ISTANBUL 6233,food,-70.0,[0-100]
2024-12-13 15:27:02,AKADEMI GURME ISTANBUL 6233,food,-520.0,[500-1000]
2024-12-12 18:15:13,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-230.0,[100-500]
2024-12-12 13:47:13,7036 ISTANBUL SABANCI U ISTANBUL 6233,education,-29.9,[0-100]
2024-12-12 09:53:36,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-30.0,[0-100]
2024-12-12 00:55:14,HOLLAN GAZETE BAYII ISTANBUL 6233,other,-80.0,[0-100]
2024-12-11 18:57:21,HAMIDIYE SEKERLEME S ISTANBUL 6233,other,-475.0,[100-500]
2024-12-11 18:24:18,NUSRET BURGER NISANTASI ISTANBUL 6233,food,-550.0,[500-1000]
2024-12-11 15:39:38,GUR-SEL TURIZM ISTANBUL 6233,transportation,-60.0,[0-100]
2024-12-10 22:30:23,BILETINIAL BILET BASIM VEISTANBUL 6233,travel,-482.0,[100-500]
2024-12-10 21:35:37,IYZICO*UNICOURSE TEKNOL ISTANBUL 6233,market & shopping,-2898.0,[2000-5000]
2024-12-10 18:55:26,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-60.0,[0-100]
2024-12-10 17:28:19,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-12-09 20:16:10,SOK-7036-SABANCI UNI ISTANBUL 6233,market & shopping,-6.5,[0-100]
2024-12-09 18:23:23,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-179.0,[100-500]
2024-12-09 02:50:54,"ÜCRET H2412938595596 100,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-12-09 02:50:54,ZEKAİ CAN AKÇÜMEN*TR780004601282888000126599*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1990468671 H2412938595596*FAST,money_transfer,-100.0,[0-100]
2024-12-08 23:00:28,YEMEKSEPETI ISTANBUL 6233,food,-181.99,[100-500]
2024-12-08 21:55:07,"ÜCRET H2412938232353 175,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-12-08 21:55:07,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1990240243 H2412938232353*FAST,money_transfer,-175.0,[100-500]
2024-12-08 18:23:52,CALZEDONIA ISTANBUL 6233,clothing,-279.0,[100-500]
2024-12-08 16:44:41,GULSAH DAGLI CROCE ISTANBUL 6233,other,-900.0,[500-1000]
2024-12-08 15:36:43,TORLAK ORGANIZASYON ISTANBUL 6233,other,-15.0,[0-100]
2024-12-08 14:50:02,BELBIM ELEKTRONIK PARA ISTANBUL 6233,market & shopping,-51.75,[0-100]
2024-12-07 18:07:01,"ÜCRET H2412935278110 130,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-12-07 18:07:01,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1988412315 H2412935278110*FAST,money_transfer,-130.0,[100-500]
2024-12-06 21:33:48,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-40.0,[0-100]
2024-12-06 19:40:17,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-115.0,[100-500]
2024-12-06 16:57:54,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-40.0,[0-100]
2024-12-06 15:14:08,7036 ISTANBUL SABANCI U ISTANBUL 6233,education,-199.0,[100-500]
2024-12-06 11:10:04,"ÜCRET H2412928589441 220,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-12-06 11:10:04,DOĞA KARATAY*TR360004600713888000193247*DOĞA KURTOĞLU YILBAŞI SET*1984529303 H2412928589441*FAST,money_transfer,-220.0,[100-500]
2024-12-06 11:07:42,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-250.0,[100-500]
2024-12-05 22:20:08,"ÜCRET H2412926686259 250,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-12-05 22:20:08,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1983722588 H2412926686259*FAST,money_transfer,-250.0,[100-500]
2024-12-05 17:08:48,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-12-04 18:44:09,"ÜCRET H2412919964774 200,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-12-04 18:44:09,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1980149986 H2412919964774*FAST,money_transfer,-200.0,[100-500]
2024-12-04 16:39:38,KUCUK EV ISTANBUL 6233,food,-329.0,[100-500]
2024-12-03 18:23:12,HMR RESTORAN GIDA ISTANBUL 6233,food,-225.0,[100-500]
2024-12-02 21:43:53,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-12-02 12:11:15,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-20.0,[0-100]
2024-12-02 12:05:40,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-130.0,[100-500]
2024-12-01 22:20:08,GUR-SEL TURIZM ISTANBUL 6233,transportation,-10.0,[0-100]
2024-12-01 21:27:52,GUR-SEL TURIZM ISTANBUL 6233,transportation,-150.0,[100-500]
2024-12-01 20:35:13,"ÜCRET H2412904643665 300,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-12-01 20:35:13,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1971731052 H2412904643665*FAST,money_transfer,-300.0,[100-500]
2024-12-01 18:47:06,BELBIM ELEKTRONIK PARA ISTANBUL 6233,market & shopping,-51.75,[0-100]
2024-12-01 18:39:54,BELBIM AS. ULASIM ISTANBUL 6233,market & shopping,-30.0,[0-100]
2024-12-01 16:34:38,POSFIX/ISTANBULKART ISTANBUL 6233,transportation,-31.0,[0-100]
2024-12-01 16:02:28,KOZLU YILMAZ GIDA TU ISTANBUL 6233,food,-415.0,[100-500]
2024-12-01 14:51:58,POSFIX/ISTANBULKART ISTANBUL 6233,transportation,-51.0,[0-100]
2024-12-01 09:39:48,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-11-30 22:36:43,PAYTR /MATIK ISTANBUL 6233,other,-17.0,[0-100]
2024-11-30 20:14:05,SHAYA MAGAZACILIK A.S. ISTANBUL 6233,clothing,-3650.0,[2000-5000]
2024-11-30 17:36:08,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-239.0,[100-500]
2024-11-30 13:21:05,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-250.0,[100-500]
2024-11-29 10:44:50,SATI KARGI ISTANBUL 6233,other,-80.0,[0-100]
2024-11-28 22:10:58,SABANCI UNIVERSITESI ISTANBUL 6233,education,-60.0,[0-100]
2024-11-28 19:50:10,GUR-SEL TURIZM ISTANBUL 6233,transportation,-20.0,[0-100]
2024-11-28 19:25:51,HMR RESTORAN GIDA ISTANBUL 6233,food,-155.0,[100-500]
2024-11-28 09:34:26,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-85.0,[0-100]
2024-11-27 18:46:41,HMR RESTORAN GIDA ISTANBUL 6233,food,-215.0,[100-500]
2024-11-27 13:36:48,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-50.0,[0-100]
2024-11-26 22:46:33,SPOTIFY 6233,subscriptions,-59.99,[0-100]
2024-11-26 14:08:32,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-15.0,[0-100]
2024-11-26 11:30:14,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-140.0,[100-500]
2024-11-25 22:52:53,HMR RESTORAN GIDA ISTANBUL 6233,food,-205.0,[100-500]
2024-11-25 17:12:32,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-11-25 13:38:44,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-11-24 21:47:55,IST KURTKOY LENS AVM ISTANBUL 6233,other,-455.75,[100-500]
2024-11-24 21:33:30,SUSHICO ISTANBUL 6233,food,-545.0,[500-1000]
2024-11-24 19:57:00,GUR-SEL TURIZM ISTANBUL 6233,transportation,-60.0,[0-100]
2024-11-24 18:57:44,IYZICO*UNICOURSE TEKNOL ISTANBUL 6233,market & shopping,-1299.0,[1000-2000]
2024-11-24 16:43:17,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-11-24 15:56:55,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-100.0,[0-100]
2024-11-24 15:24:00,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-240.0,[100-500]
2024-11-23 21:21:25,ATLI OTOMOTIV ISTANBUL 6233,other,-460.0,[100-500]
2024-11-23 16:51:54,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-11-23 14:23:36,SABANCI UNIVERSITE ISTANBUL 6233,education,-200.0,[100-500]
2024-11-23 11:12:22,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-200.0,[100-500]
2024-11-22 22:11:05,SABANCI UNIVERSITESI ISTANBUL 6233,education,-60.0,[0-100]
2024-11-22 20:05:20,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-11-22 11:24:05,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-200.0,[100-500]
2024-11-21 17:38:24,SABANCI UNIVERSITE ISTANBUL 6233,education,-200.0,[100-500]
2024-11-21 15:56:05,PAYTR /MATIK ISTANBUL 6233,other,-31.0,[0-100]
2024-11-21 13:41:48,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-11-21 10:17:20,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-225.0,[100-500]
2024-11-20 16:14:05,"ÜCRET H2411860430344 300,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-11-20 16:14:05,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1947058290 H2411860430344*FAST,money_transfer,-300.0,[100-500]
2024-11-20 10:57:59,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-150.0,[100-500]
2024-11-20 10:52:01,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-11-19 17:58:07,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-284.0,[100-500]
2024-11-19 13:26:28,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-224.0,[100-500]
2024-11-19 10:30:02,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-55.0,[0-100]
2024-11-18 19:09:14,SBX IST SABANCI UNIVERS ISTANBUL 6233,food,-100.0,[0-100]
2024-11-18 19:07:09,SBX IST SABANCI UNIVERS ISTANBUL 6233,food,-89.0,[0-100]
2024-11-18 18:42:18,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-240.0,[100-500]
2024-11-18 16:40:31,PAYTR /MATIK ISTANBUL 6233,other,-19.0,[0-100]
2024-11-18 11:07:01,GUR-SEL TURIZM ISTANBUL 6233,transportation,-70.0,[0-100]
2024-11-15 21:12:21,14934 NUMARALI BANKAMATİK TEN PARA ÇEKME,other,-200.0,[100-500]
2024-11-15 18:00:04,GUR-SEL TURIZM ISTANBUL 6233,transportation,-71.0,[0-100]
2024-11-15 17:34:40,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-239.0,[100-500]
2024-11-15 13:24:24,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-65.0,[0-100]
2024-11-15 12:34:24,SBX IST SABANCI UNIVERS ISTANBUL 6233,food,-110.0,[100-500]
2024-11-14 18:07:11,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-220.0,[100-500]
2024-11-14 13:42:54,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-220.0,[100-500]
2024-11-14 11:28:56,HOMER KITAPEVI ISTANBUL 6233,education,-219.0,[100-500]
2024-11-14 10:42:41,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-140.0,[100-500]
2024-11-13 23:11:10,KOPUKLU KAHVE GIDA ISTANBUL 6233,food,-160.0,[100-500]
2024-11-13 23:05:30,EKMOT GIDA ANONIM SIRKE ISTANBUL 6233,food,-100.0,[0-100]
2024-11-13 20:41:17,FLYPEGASUS PGS344427383 ISTANBUL 6233,transportation,-2497.82,[2000-5000]
2024-11-13 20:37:59,FLYPEGASUS PGS344427078 ISTANBUL 6233,transportation,-470.3,[100-500]
2024-11-13 14:32:33,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-70.0,[0-100]
2024-11-13 12:45:32,"ÜCRET H2411822967407 130,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-11-13 12:45:32,UMUT CAN ÇUBUKÇU*TR140004600348888000256804*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1927292725 H2411822967407*FAST,money_transfer,-130.0,[100-500]
2024-11-12 19:48:46,YEMEKSEPETI ISTANBUL 6233,food,-304.8,[100-500]
2024-11-11 21:29:45,"ÜCRET H2411817145165 200,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-11-11 21:29:45,ZEKİ AYAZ*TR380082900009491486400114*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1924068927 H2411817145165*FAST,money_transfer,-200.0,[100-500]
2024-11-11 20:32:11,IST BEBEK CD ISTANBUL 6233,other,-109.0,[100-500]
2024-11-11 20:11:46,OSMAN KAYAHAN GOLTEPE ISTANBUL 6233,other,-765.0,[500-1000]
2024-11-11 20:03:18,BATH BODY WORKS SANAL POSISTANBUL 6233,cosmetics,-999.0,[500-1000]
2024-11-11 17:53:18,BBW IST ISTINYEPARK ISTANBUL 6233,other,-1425.78,[1000-2000]
2024-11-11 16:54:12,POSFIX/ISTANBULKART ISTANBUL 6233,transportation,-31.0,[0-100]
2024-11-11 15:43:31,GUR-SEL TURIZM ISTANBUL 6233,transportation,-200.0,[100-500]
2024-11-11 15:37:56,GUR-SEL TURIZM ISTANBUL 6233,transportation,-80.0,[0-100]
2024-11-10 22:39:10,KAHVE DUNYASI KOSUYOLU ISTANBUL 6233,dessert,-30.0,[0-100]
2024-11-10 22:26:36,CEVIZAGACI GIDA ISLETMEL ISTANBUL 6233,dessert,-450.0,[100-500]
2024-11-10 21:59:34,AKASYA MIDPOINT ISTANBUL 6233,food,-426.0,[100-500]
2024-11-10 15:07:26,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-124.5,[100-500]
2024-11-10 11:44:26,SBX IST SABANCI UNIVERS ISTANBUL 6233,food,-110.0,[100-500]
2024-11-09 18:22:20,EKMOT GIDA ANONIM SIRKE ISTANBUL 6233,food,-230.0,[100-500]
2024-11-09 16:10:28,"ÜCRET H2411808529654 300,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-11-09 16:10:28,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1919198329 H2411808529654*FAST,money_transfer,-300.0,[100-500]
2024-11-09 11:16:51,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-90.0,[0-100]
2024-11-08 18:39:41,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-250.0,[100-500]
2024-11-08 18:20:15,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-164.0,[100-500]
2024-11-08 13:03:39,"ÜCRET H2411803735581 7613,18 TRY ÜZ.",money_transfer,-8.86,[0-100]
2024-11-08 13:03:39,ACIBADEM SAĞLIK HİZMETLERİ VE TİC. A.Ş.*TR890006200038300006293959*ACİBADEM DERMATOLOJİ*1916216946 H2411803735581*FAST,money_transfer,-7613.18,[5000+]
2024-11-08 12:27:39,SABANCI UNIVERSITE ISTANBUL 6233,education,-500.0,[100-500]
2024-11-07 20:18:22,PAYTR /MATIK ISTANBUL 6233,other,-75.0,[0-100]
2024-11-07 11:24:31,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-155.0,[100-500]
2024-11-07 10:48:08,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-225.0,[100-500]
2024-11-06 19:46:44,PAYTR /MATIK ISTANBUL 6233,other,-11.0,[0-100]
2024-11-06 19:09:54,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-220.0,[100-500]
2024-11-06 15:17:35,PAYTR /MATIK ISTANBUL 6233,other,-75.0,[0-100]
2024-11-06 14:23:02,IYZICO*UNICOURSE TEKNOL ISTANBUL 6233,market & shopping,-1199.0,[1000-2000]
2024-11-06 14:18:16,PAYTR /MATIK ISTANBUL 6233,other,-16.0,[0-100]
2024-11-05 22:19:06,"ÜCRET H2411791986927 130,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-11-05 22:19:06,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1909692540 H2411791986927*FAST,money_transfer,-130.0,[100-500]
2024-11-05 17:40:54,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-50.0,[0-100]
2024-11-05 09:44:51,SIMIT SARAYI SABANCI UNIVISTANBUL 6233,food,-160.0,[100-500]
2024-11-04 21:01:51,HMR RESTORAN GIDA ISTANBUL 6233,food,-135.0,[100-500]
2024-11-04 13:21:20,KUCUK EV SABANCI UNIVER ISTANBUL 6233,food,-130.0,[100-500]
2024-11-03 21:01:21,PAYTR /MATIK ISTANBUL 6233,other,-21.0,[0-100]
2024-11-03 16:30:59,SELF GIDA SANAYI VE TICARISTANBUL 6233,food,-250.0,[100-500]
2024-11-03 13:02:36,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-90.0,[0-100]
2024-11-03 11:25:55,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-11-02 20:01:55,"ÜCRET H2411777069152 130,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-11-02 20:01:55,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1901731040 H2411777069152*FAST,money_transfer,-130.0,[100-500]
2024-11-02 17:25:58,PIZZA RESTAURANTLARI ISTANBUL 6233,food,-60.0,[0-100]
2024-11-02 14:20:05,"ÜCRET H2411775808915 250,00 TRY ÜZ.",money_transfer,-4.43,[0-100]
2024-11-02 14:20:05,KEREM SIRTIKIZIL*TR050004600115888000242620*DOĞA KURTOĞLU TARAFINDAN AKTARILAN*1900897627 H2411775808915*FAST,money_transfer,-250.0,[100-500]
2024-11-02 10:46:09,STARBUCKS CARD MOBIL ISTANBUL 6233,coffee,-110.0,[100-500]
